Instrument,sample_id,reference_session,p_up,beta,primary_group,active_membership,model_row_available,price_gate_pass,price_history_gate_pass,quote_history_gate_pass,liquidity_gate_pass,spread_gate_pass,risk_gate_pass,model_gate_pass,execution_close_pass,execution_quote_pass,source_entry_trade_eligible,pretrade_eligible,pretrade_reason_codes,execution_reason_codes,rank,formation_session
HON.OQ,22452b6597ccade2d0755ff5,2021-12-01,0.5211947082583446,1.024839975332779,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,9.0,2021-12-02
ISRG.OQ,4a1d1abef01738fd5447e085,2021-12-01,0.4668010910629204,1.137808279924971,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,22.0,2021-12-02
ZBRA.OQ,b62db9a04bea21244569b606,2021-12-01,0.40299851265889614,1.4173863001339706,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,38.0,2021-12-02
TRMB.OQ,7aff7c89ac397c845e68061b,2021-12-01,0.4639339374865268,1.383231664420423,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,25.0,2021-12-02
APTV.N,0d9f349678ce3d2837f628ad,2021-12-01,0.5119247523609577,1.3413523959924831,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,11.0,2021-12-02
NVDA.OQ,0b0a7e5f3014a8f2e8a9c0bd,2021-12-31,0.590895271440484,2.165087837268545,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,1.0,2022-01-03
AMD.OQ,c72c0be267dd7edbafec864d,2021-12-31,0.5636791913800077,1.7406300763016855,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,2.0,2022-01-03
AVGO.OQ,28bca47cae16b467f857e7a0,2021-12-31,0.5249342002619258,1.2040431139450638,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,7.0,2022-01-03
INTC.OQ,7d34d17e1743197d1cba3e0c,2021-12-31,0.4828169556892512,1.029161037780766,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,18.0,2022-01-03
MRVL.OQ,,,,,gpu_accelerator,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2022-01-03
QCOM.OQ,5a11a80e3e0157b363e54f3f,2021-12-31,0.5078090978648916,1.4104838029228908,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,10.0,2022-01-03
TXN.OQ,ffb347d3fcb6d7c74d327fb6,2021-12-31,0.4911905548873216,1.1014349930633085,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,17.0,2022-01-03
ADI.OQ,107b234c35e644aa605be453,2021-12-31,0.46906907931603864,1.072573166086682,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,25.0,2022-01-03
NXPI.OQ,473ccd469467bb8dbee6c43f,2021-12-31,0.47591560326725324,1.5838742450256036,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,22.0,2022-01-03
ON.OQ,,,,,ai_semiconductor,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2022-01-03
MPWR.OQ,79065559598783f3ff71e3b8,2021-12-31,0.41587631069507686,1.272345860572334,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,41.0,2022-01-03
MU.OQ,a8fa52a2abc43d60ed8ee9bc,2021-12-31,0.5264989598036188,1.2965900252328992,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,6.0,2022-01-03
WDC.OQ,96380934ad1384753b46b9e7,2021-12-31,0.42220073812149594,1.3773037621656683,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,40.0,2022-01-03
STX.OQ,b46094cc920111fce75b4908,2021-12-31,0.5142596912822364,1.2388129985482133,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,9.0,2022-01-03
SNDK.OQ,,,,,memory_hbm_storage,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2022-01-03
NTAP.OQ,cc5d0155294fb59d8cfa4c07,2021-12-31,0.4503098184919058,0.9559010631255052,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,33.0,2022-01-03
HPE.N,b0e0f4badec424c2183c2239,2021-12-31,0.5051530467410338,0.928325991437194,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,13.0,2022-01-03
DELL.N,3d5bcf441e922e9fcf03eaee,2021-12-31,0.48208612522208344,0.9534857798931596,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,19.0,2022-01-03
ANET.N,f67477d67cc0e659f12e74d7,2021-12-31,0.5048670857482696,1.3003725922368865,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,14.0,2022-01-03
CSCO.OQ,03ce55c069e70439ef29df93,2021-12-31,0.5001513880543343,0.8250749747183391,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,15.0,2022-01-03
JNPR.N^G25,6d9180d053efc845b34b3965,2021-12-31,0.45506076106074933,0.9368063260937568,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,30.0,2022-01-03
CIEN.N,,,,,server_network,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2022-01-03
MSFT.OQ,5e450c52f40c89c448bd6dc0,2021-12-31,0.5410807924011177,1.1388577698767326,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,5.0,2022-01-03
AMZN.OQ,b87297666c4eb661b53c9c44,2021-12-31,0.560551120267946,1.0347235738896088,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,3.0,2022-01-03
GOOG.OQ,e817788cff5f175acdbb9eca,2021-12-31,0.5499852119680128,1.1866016745177177,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,4.0,2022-01-03
META.OQ,58689e0942f4156290912c83,2021-12-31,0.5060124217415246,1.277737754448627,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,12.0,2022-01-03
ORCL.N,7a3e94172342ba4000835f74,2021-12-31,0.4553853408831278,0.9992174447033508,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,29.0,2022-01-03
IBM.N,bc176f2c54c04ea2164cf4b5,2021-12-31,0.42531791860862067,0.4935290294319016,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,39.0,2022-01-03
NOW.N,ba2b4ebf6c4c8648500cd1df,2021-12-31,0.47521415892863667,1.6289090265067074,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,23.0,2022-01-03
PLTR.OQ,,,,,cloud_software,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2022-01-03
SNPS.OQ,c92c1b8774b5b89f47db2a88,2021-12-31,0.4765385049743672,1.5644263823666624,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,21.0,2022-01-03
CDNS.OQ,6f867f5fff19cf680e4befd0,2021-12-31,0.4946721762857441,1.6042346709498403,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,16.0,2022-01-03
EQIX.OQ,0a929a76e5663fc5819c30ee,2021-12-31,0.3971633220681156,0.3034879444054858,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,43.0,2022-01-03
DLR.N,0b570624418a5cc8774826a3,2021-12-31,0.44726433556173256,0.4764498430762048,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,35.0,2022-01-03
AMT.N,4cbf3e7ca436ea77af0caf8a,2021-12-31,0.41294072906297885,0.5565048531399778,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,42.0,2022-01-03
IRM.N,27b44be6a7f5bf077bffc671,2021-12-31,0.47823383684927767,0.8202444016796743,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,20.0,2022-01-03
VRT.N,,,,,data_center_power_cooling,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2022-01-03
ETN.N,ee0cb0ab57be0240631271ef,2021-12-31,0.4622845205782576,1.188796604728963,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,27.0,2022-01-03
TT.N,8f060b79bd27cd4c27894444,2021-12-31,0.4452873326357203,1.0168672766296376,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,36.0,2022-01-03
JCI.N,6c9e992b7938236aeccac402,2021-12-31,0.4719539403828261,1.1712539430877915,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,24.0,2022-01-03
CARR.N,a4ce208ad772c61e4801031d,2021-12-31,0.45288769711777066,1.1308589474418522,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,31.0,2022-01-03
TSLA.OQ,1cb03c21dc72ebce21e5fafd,2021-12-31,0.5072450594136634,1.3753929978102757,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,11.0,2022-01-03
TER.OQ,a39656f58b7cdc5ea15d7e21,2021-12-31,0.5207746972164121,1.6438226476115607,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,8.0,2022-01-03
ROK.N,cca26d82c2a1ceca96be2d32,2021-12-31,0.437162277352236,1.0571504444722015,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,37.0,2022-01-03
HON.OQ,5a3ffb5a8d04802279685e19,2021-12-31,0.4479916098326013,0.9602836125084856,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,34.0,2022-01-03
ISRG.OQ,a32d4fb358bf6570570e0b9c,2021-12-31,0.4639676829626878,1.2628083179915113,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,26.0,2022-01-03
ZBRA.OQ,255e6ed1eed52dbbb09b472e,2021-12-31,0.43505665075693906,1.4487030997680037,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,38.0,2022-01-03
TRMB.OQ,d8906d4782c0ca61f2546ec9,2021-12-31,0.4591759276338257,1.484339913789117,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,28.0,2022-01-03
APTV.N,94815b93cfc8959e9698b7a4,2021-12-31,0.4514986892167147,1.406253020866428,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,32.0,2022-01-03
NVDA.OQ,84a71dec8238636670cf0e8d,2022-02-01,0.6494693287690146,2.474933092159175,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,23.0,2022-02-02
AMD.OQ,2957103d69d2326c543cf631,2022-02-01,0.6000906934272741,2.128293092338558,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,36.0,2022-02-02
AVGO.OQ,d7df908eb10cd485f9755d1d,2022-02-01,0.6265809119143932,1.4180320009256384,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,28.0,2022-02-02
INTC.OQ,2b51b39f51686d556d6a1c43,2022-02-01,0.7594485178163362,0.9701456628397076,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,2.0,2022-02-02
MRVL.OQ,,,,,gpu_accelerator,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2022-02-02
QCOM.OQ,d1caac9ca60682ed7b47daca,2022-02-01,0.6428475418454845,1.5486965500103265,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,24.0,2022-02-02
TXN.OQ,aadf79f570fdebc851690512,2022-02-01,0.6548757843610978,1.083263845911598,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,22.0,2022-02-02
ADI.OQ,250e060a65a9c1c9b867940a,2022-02-01,0.6399470595869775,1.147679848493428,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,25.0,2022-02-02
NXPI.OQ,1d12fe59bab6bdbccaa77be6,2022-02-01,0.5883094586661648,1.7007192043373691,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,39.0,2022-02-02
ON.OQ,,,,,ai_semiconductor,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2022-02-02
MPWR.OQ,51f044b2edc9e76904ffb637,2022-02-01,0.5029601308782423,1.62918972612792,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,43.0,2022-02-02
MU.OQ,af016da36f91ddbbd97ebd34,2022-02-01,0.7390835248297574,1.3581018196660726,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,4.0,2022-02-02
WDC.OQ,72c42adbe8bf5363b6c2a68a,2022-02-01,0.7090202636945675,1.0725029091316154,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,9.0,2022-02-02
STX.OQ,e8b92e3b4cc1ba830e1ed034,2022-02-01,0.5794547709253428,1.2252764305847907,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,40.0,2022-02-02
SNDK.OQ,,,,,memory_hbm_storage,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2022-02-02
NTAP.OQ,b07cf7c04f614ee35a3464b7,2022-02-01,0.6777132658729774,1.028596735508315,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,16.0,2022-02-02
HPE.N,d472ae8a7e1126a2173634d2,2022-02-01,0.6217891534628338,0.8054463708852261,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,31.0,2022-02-02
DELL.N,6a093d65215f3ee891753ddc,2022-02-01,0.6075660643128469,0.9020093404854438,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,35.0,2022-02-02
ANET.N,d493581c0255a8fc48275af1,2022-02-01,0.7000235598102054,1.41156158335499,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,12.0,2022-02-02
CSCO.OQ,a1c9d38bae5b7658af74eb77,2022-02-01,0.7461547919327027,0.850476452045221,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,3.0,2022-02-02
JNPR.N^G25,e708febb2d6a10309fd10bfa,2022-02-01,0.704342458480741,1.009925039879773,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,11.0,2022-02-02
CIEN.N,,,,,server_network,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2022-02-02
MSFT.OQ,327e63b585a0e948391fbd28,2022-02-01,0.6823108205677748,1.1866413583227855,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,14.0,2022-02-02
AMZN.OQ,9199de056a2fce4e923764d0,2022-02-01,0.6333796204213216,1.270666458974936,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,26.0,2022-02-02
GOOG.OQ,595dc6c75db6fc3e891caf12,2022-02-01,0.61752699432195,1.255955102288424,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,32.0,2022-02-02
META.OQ,73c4c0806e24694585f0cf40,2022-02-01,0.6228988819515157,1.3749231559275932,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,29.0,2022-02-02
ORCL.N,3df5d6d8c45b386cc744f7f4,2022-02-01,0.6712579033487274,0.94303373052754,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,18.0,2022-02-02
IBM.N,76a4dc7f2380d2916ee0c753,2022-02-01,0.7050743580991128,0.3381725711438148,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,10.0,2022-02-02
NOW.N,f598eb68c1a6a5c2e5ca4772,2022-02-01,0.5043885291625376,1.8466166443412424,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,42.0,2022-02-02
PLTR.OQ,,,,,cloud_software,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2022-02-02
SNPS.OQ,f1a9c9507162c2ffa1428383,2022-02-01,0.5961908790729811,1.775482937470063,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,37.0,2022-02-02
CDNS.OQ,5379253f8e22c87cb3fea0da,2022-02-01,0.6117846676421219,1.8268471967604951,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,34.0,2022-02-02
EQIX.OQ,54f0fae48b2ac1499ac8e5b1,2022-02-01,0.6701460850512905,0.6298855751497218,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,19.0,2022-02-02
DLR.N,27bd85cf1c3ac3a219e7ceb1,2022-02-01,0.7363697660945728,0.5780550686257696,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,5.0,2022-02-02
AMT.N,f5e52708a47c94c64d566405,2022-02-01,0.6807948210995342,0.7454181975088215,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,15.0,2022-02-02
IRM.N,5cf00e933df36362b40b677b,2022-02-01,0.6689064421575054,0.8531574244709147,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,20.0,2022-02-02
VRT.N,,,,,data_center_power_cooling,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2022-02-02
ETN.N,5fdd289ff5f441774d091e3a,2022-02-01,0.6748243613687902,0.9912204038201338,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,17.0,2022-02-02
TT.N,81977ed829c4365d7b12568e,2022-02-01,0.7631104952392587,0.846836441594186,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,1.0,2022-02-02
JCI.N,e166eb65d2f4a27dc286954e,2022-02-01,0.7294721070138538,0.9911621382386128,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,6.0,2022-02-02
CARR.N,687c88732f25df15916c6b40,2022-02-01,0.7232722172881211,0.9904546098025484,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,7.0,2022-02-02
TSLA.OQ,b929f49090c0dcc47d1ff696,2022-02-01,0.6314363857302917,1.88825540474852,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,27.0,2022-02-02
TER.OQ,5adfe1335d817f0ecf85e41e,2022-02-01,0.7193420912781282,1.8525380893118093,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,8.0,2022-02-02
ROK.N,4249701fc9a6ca999f9938ef,2022-02-01,0.6984195788125481,0.9396910532588912,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,13.0,2022-02-02
HON.OQ,7aaf5460dc9de99c01a06f4c,2022-02-01,0.6555839497666863,0.7409102620376582,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,21.0,2022-02-02
ISRG.OQ,2ef5467bfd33afbc4984a840,2022-02-01,0.566844384112654,1.563189712750579,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,41.0,2022-02-02
ZBRA.OQ,537b52c2d71b70bd5defcb4a,2022-02-01,0.5912274388490986,1.4772842101748302,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,38.0,2022-02-02
TRMB.OQ,24ce2b71dc616c09706516c4,2022-02-01,0.6221441533198532,1.5637603179518778,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,30.0,2022-02-02
APTV.N,a0189b11ddd367f19ca12ca6,2022-02-01,0.6118638624576215,1.2072299759051404,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,33.0,2022-02-02
NVDA.OQ,9a47e1b6951dd57810d7e474,2022-03-03,0.6416034230814892,2.5242906221613923,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,10.0,2022-03-04
AMD.OQ,60ce5f1a5e4ccc10a116c3ae,2022-03-03,0.6920991439026412,2.356239628989425,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,2.0,2022-03-04
AVGO.OQ,480c7dd24db4e92a476d4732,2022-03-03,0.6454614746619726,1.4477687360933904,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,8.0,2022-03-04
INTC.OQ,997019ab80e6624ce9038672,2022-03-03,0.65881514556342,1.0610436931114522,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,6.0,2022-03-04
MRVL.OQ,,,,,gpu_accelerator,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2022-03-04
QCOM.OQ,5d5ca62d5777a61f35f7904b,2022-03-03,0.6521338096473895,1.7526512520364053,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,7.0,2022-03-04
TXN.OQ,f411f0a86b205cd42688288e,2022-03-03,0.5879804267676584,1.1655691305297118,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,24.0,2022-03-04
ADI.OQ,b61fde47807122c13a36a2c2,2022-03-03,0.5797065324309641,1.3704544182019296,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,27.0,2022-03-04
NXPI.OQ,2187fedddff39fcce93b0c6f,2022-03-03,0.6124473428949446,1.868587579487184,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,18.0,2022-03-04
ON.OQ,,,,,ai_semiconductor,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2022-03-04
MPWR.OQ,6f34bfa34d2458e8fee6edff,2022-03-03,0.5952222679135292,1.8109876108282696,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,22.0,2022-03-04
MU.OQ,c02061ccf842c3e4bf1a69f3,2022-03-03,0.670084076212285,1.5063697763540425,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,4.0,2022-03-04
WDC.OQ,7383abfa8c9906f7510789e5,2022-03-03,0.5776804488810647,1.1008100923126027,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,28.0,2022-03-04
STX.OQ,faa1e8508dc55fdd0b89fa75,2022-03-03,0.6139647721231196,1.1740565558770262,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,17.0,2022-03-04
SNDK.OQ,,,,,memory_hbm_storage,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2022-03-04
NTAP.OQ,df1093b7aa8c77062f08b06e,2022-03-03,0.5820730379949116,1.003012681816769,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,26.0,2022-03-04
HPE.N,8796c9c171a27bf174efec98,2022-03-03,0.6438845778067469,0.8501538321270563,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,9.0,2022-03-04
DELL.N,c41b16ef93d5139708c450df,2022-03-03,0.662988228568376,0.7777357884857794,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,5.0,2022-03-04
ANET.N,83b74bdd57bc6603574d990e,2022-03-03,0.6798687840048752,1.5933512058464718,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,3.0,2022-03-04
CSCO.OQ,cdc837fd6433d51716c0aed3,2022-03-03,0.6272715545655441,0.8340616927894586,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,14.0,2022-03-04
JNPR.N^G25,bb3cdf11614d64e51fe425bd,2022-03-03,0.616683501579817,1.0046773694413509,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,16.0,2022-03-04
CIEN.N,,,,,server_network,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2022-03-04
MSFT.OQ,eb45e42fe5782fb434d2ff7c,2022-03-03,0.6355224715732617,1.2379608192473497,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,12.0,2022-03-04
AMZN.OQ,2e526ae6f1c382f5eb2af471,2022-03-03,0.6268357159311617,1.3614026376574977,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,15.0,2022-03-04
GOOG.OQ,6f89f795e9c3018a3eea24f5,2022-03-03,0.6307448558377564,1.2602520658599412,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,13.0,2022-03-04
META.OQ,864f1dc2b48121ac751981e4,2022-03-03,0.5975529381039576,1.8191997397434567,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,21.0,2022-03-04
ORCL.N,c485b74cd509d7efe9d3b58f,2022-03-03,0.5448199799917548,1.0310291395454907,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,36.0,2022-03-04
IBM.N,69144c3f6d2b85bee2c281ef,2022-03-03,0.595040196040583,0.3914052897064337,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,23.0,2022-03-04
NOW.N,d10faf32828a651d88a79f77,2022-03-03,0.6399889861240846,1.869432490813468,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,11.0,2022-03-04
PLTR.OQ,,,,,cloud_software,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2022-03-04
SNPS.OQ,dbe5184d67049b48da84eb7a,2022-03-03,0.565264798085122,1.826633106865164,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,31.0,2022-03-04
CDNS.OQ,f99f819b178511dbc0761b2b,2022-03-03,0.5648591167112045,1.7833720959761246,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,32.0,2022-03-04
EQIX.OQ,244583ffa7e30f7a12e5fa4a,2022-03-03,0.4867001979007806,0.6430372355152726,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,42.0,2022-03-04
DLR.N,0fd2b5c3691fa834ade2c12f,2022-03-03,0.5569439345635216,0.6293256956969198,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,33.0,2022-03-04
AMT.N,9d21532c9c5a962b70b7a8fb,2022-03-03,0.5435698977116228,0.6954969326415305,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,37.0,2022-03-04
IRM.N,836fe92e96c422a7f49f515c,2022-03-03,0.44054881555626524,0.9488728552022042,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,43.0,2022-03-04
